epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,67.0588,1.40439,0.73603,1.05287,0.49447,0.89185,0.55739,0.33203,1.42911,1.96108,1.10194,0.00029943,0.00029943,0.00029943
29,69.0719,1.32851,0.73199,0.98377,0.48776,0.85294,0.54037,0.32346,1.45775,1.67107,1.11206,0.00030128,0.00030128,0.00030128
30,71.1051,1.48754,0.73999,0.93319,0.48776,0.85294,0.54037,0.32346,1.45775,1.67107,1.11206,0.00030247,0.00030247,0.00030247
31,73.1349,1.4707,0.72469,1.01128,0.52077,0.83824,0.58762,0.35089,1.46807,1.3566,1.11315,0.000303,0.000303,0.000303
32,75.198,1.61946,0.79705,1.09033,0.52077,0.83824,0.58762,0.35089,1.46807,1.3566,1.11315,0.00030287,0.00030287,0.00030287
33,77.2799,1.60566,0.83769,1.06408,0.67131,0.87105,0.76272,0.46459,1.42998,1.08514,1.09454,0.00030208,0.00030208,0.00030208
34,79.6597,1.314,0.61852,0.93043,0.67131,0.87105,0.76272,0.46459,1.42998,1.08514,1.09454,0.00030063,0.00030063,0.00030063
35,81.6673,1.31462,0.65464,1.00333,0.9385,0.89767,0.94538,0.57775,1.37427,0.83285,1.07427,0.00029852,0.00029852,0.00029852
36,85.199,1.62868,0.7293,1.03349,0.9385,0.89767,0.94538,0.57775,1.37427,0.83285,1.07427,0.00029575,0.00029575,0.00029575
37,88.7357,1.45191,0.71702,0.95017,0.95454,0.92635,0.9475,0.59522,1.34038,0.79537,1.06213,0.00029232,0.00029232,0.00029232
38,92.1827,1.50488,0.68563,1.1007,0.95454,0.92635,0.9475,0.59522,1.34038,0.79537,1.06213,0.00028823,0.00028823,0.00028823
39,95.7722,1.4654,0.7018,1.01013,0.92748,0.94033,0.94473,0.58831,1.31942,0.76881,1.0576,0.00028348,0.00028348,0.00028348
40,97.824,1.28058,0.61478,0.99436,0.92748,0.94033,0.94473,0.58831,1.31942,0.76881,1.0576,0.00027807,0.00027807,0.00027807
41,99.7699,1.44769,0.7249,1.06473,0.95521,0.94093,0.95819,0.61831,1.33325,0.73522,1.07127,0.000272,0.000272,0.000272
42,103.242,1.24395,0.63639,1.02518,0.95521,0.94093,0.95819,0.61831,1.33325,0.73522,1.07127,0.00026527,0.00026527,0.00026527
43,107.108,1.37102,0.72058,1.00611,0.96846,0.90326,0.96544,0.60081,1.35605,0.77566,1.09187,0.00025788,0.00025788,0.00025788
44,109.16,1.1828,0.65627,0.97026,0.96846,0.90326,0.96544,0.60081,1.35605,0.77566,1.09187,0.00024983,0.00024983,0.00024983
45,111.186,1.3336,0.67311,1.03787,0.94963,0.91176,0.96861,0.59848,1.37344,0.82548,1.10929,0.00024112,0.00024112,0.00024112
46,113.12,1.40983,0.65755,0.96345,0.94963,0.91176,0.96861,0.59848,1.37344,0.82548,1.10929,0.00023175,0.00023175,0.00023175
47,115.127,1.47149,0.63418,1.11455,0.96765,0.87989,0.95396,0.61736,1.33749,0.83852,1.09551,0.00022172,0.00022172,0.00022172
48,117.152,1.40439,0.68136,0.91891,0.96765,0.87989,0.95396,0.61736,1.33749,0.83852,1.09551,0.00021103,0.00021103,0.00021103
49,119.231,1.13943,0.58542,0.91148,0.95209,0.87676,0.95159,0.62402,1.3003,0.84127,1.07641,0.00019968,0.00019968,0.00019968
50,122.678,1.45035,0.66912,0.9581,0.95209,0.87676,0.95159,0.62402,1.3003,0.84127,1.07641,0.00018767,0.00018767,0.00018767
51,127.074,1.19891,0.65117,0.97807,0.92622,0.88235,0.95054,0.61962,1.29732,0.80597,1.07431,0.000175,0.000175,0.000175
52,129.485,1.24607,0.67359,0.96804,0.92622,0.88235,0.95054,0.61962,1.29732,0.80597,1.07431,0.00016167,0.00016167,0.00016167
53,131.508,1.23359,0.66631,0.97352,0.92622,0.88235,0.95054,0.61962,1.29732,0.80597,1.07431,0.00014768,0.00014768,0.00014768
54,133.559,1.26287,0.68009,0.92448,0.9229,0.88023,0.93026,0.60037,1.30426,0.77722,1.07325,0.00013303,0.00013303,0.00013303
55,135.58,1.31182,0.62408,1.03057,0.9229,0.88023,0.93026,0.60037,1.30426,0.77722,1.07325,0.00011772,0.00011772,0.00011772
56,137.544,1.29292,0.67821,0.92686,0.9229,0.88023,0.93026,0.60037,1.30426,0.77722,1.07325,0.00010175,0.00010175,0.00010175
57,139.628,1.24361,0.60547,0.98751,0.92046,0.86765,0.92066,0.59649,1.30174,0.76958,1.07128,8.512e-05,8.512e-05,8.512e-05
58,141.562,1.29514,0.59201,1.06621,0.92046,0.86765,0.92066,0.59649,1.30174,0.76958,1.07128,6.783e-05,6.783e-05,6.783e-05
59,143.501,1.25777,0.60944,0.93316,0.92046,0.86765,0.92066,0.59649,1.30174,0.76958,1.07128,4.988e-05,4.988e-05,4.988e-05
60,145.54,1.29129,0.63575,1.00967,0.90937,0.86765,0.92143,0.59049,1.29709,0.76976,1.06957,3.127e-05,3.127e-05,3.127e-05
