epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
108,106.992,1.38803,0.77438,0.99715,1,0.62838,0.8847,0.53671,1.50036,1.70209,1.14314,0.0009407,0.0009407,0.0009407
109,107.677,1.16444,0.68649,0.95838,1,0.62838,0.8847,0.53671,1.50036,1.70209,1.14314,0.0009308,0.0009308,0.0009308
110,108.334,1.27699,0.76464,0.99282,1,0.62838,0.8847,0.53671,1.50036,1.70209,1.14314,0.0009209,0.0009209,0.0009209
111,109.09,1.24947,0.72051,0.93652,1,0.62838,0.8847,0.53671,1.50036,1.70209,1.14314,0.000911,0.000911,0.000911
112,109.969,1.17257,0.70726,0.91373,1,0.67407,0.88562,0.53219,1.47625,1.58781,1.13586,0.0009011,0.0009011,0.0009011
113,110.723,1.36984,0.68985,0.9453,1,0.67407,0.88562,0.53219,1.47625,1.58781,1.13586,0.0008912,0.0008912,0.0008912
114,111.378,1.1725,0.70859,0.89929,1,0.67407,0.88562,0.53219,1.47625,1.58781,1.13586,0.0008813,0.0008813,0.0008813
115,112.077,1.24391,0.74546,0.9995,1,0.67407,0.88562,0.53219,1.47625,1.58781,1.13586,0.0008714,0.0008714,0.0008714
116,112.742,1.36634,0.70214,0.98683,0.99012,0.69118,0.88972,0.52749,1.49146,1.55125,1.13869,0.0008615,0.0008615,0.0008615
117,113.397,1.05185,0.6578,1.00611,0.99012,0.69118,0.88972,0.52749,1.49146,1.55125,1.13869,0.0008516,0.0008516,0.0008516
118,114.041,1.04243,0.63377,0.87678,0.99012,0.69118,0.88972,0.52749,1.49146,1.55125,1.13869,0.0008417,0.0008417,0.0008417
119,114.707,1.1103,0.64118,0.94547,0.99012,0.69118,0.88972,0.52749,1.49146,1.55125,1.13869,0.0008318,0.0008318,0.0008318
120,115.471,1.08736,0.6251,0.93271,0.97442,0.77941,0.89811,0.51744,1.4977,1.48441,1.14734,0.0008219,0.0008219,0.0008219
121,116.142,1.07151,0.66131,0.88197,0.97442,0.77941,0.89811,0.51744,1.4977,1.48441,1.14734,0.000812,0.000812,0.000812
122,116.784,1.12648,0.66173,0.94531,0.97442,0.77941,0.89811,0.51744,1.4977,1.48441,1.14734,0.0008021,0.0008021,0.0008021
123,117.452,1.16737,0.65368,0.96236,0.97442,0.77941,0.89811,0.51744,1.4977,1.48441,1.14734,0.0007922,0.0007922,0.0007922
124,118.24,1.16099,0.66866,0.97689,0.92138,0.80882,0.89413,0.49757,1.59569,1.42475,1.20639,0.0007823,0.0007823,0.0007823
125,118.941,1.08107,0.65294,1.00839,0.92138,0.80882,0.89413,0.49757,1.59569,1.42475,1.20639,0.0007724,0.0007724,0.0007724
126,119.694,0.88094,0.72617,0.91626,0.92138,0.80882,0.89413,0.49757,1.59569,1.42475,1.20639,0.0007625,0.0007625,0.0007625
127,120.35,1.15391,0.70166,1.05452,0.92138,0.80882,0.89413,0.49757,1.59569,1.42475,1.20639,0.0007526,0.0007526,0.0007526
128,121.013,1.15773,0.75482,0.9899,0.92873,0.83824,0.91598,0.48954,1.63591,1.39879,1.235,0.0007427,0.0007427,0.0007427
129,121.67,1.10571,0.7656,0.97246,0.92873,0.83824,0.91598,0.48954,1.63591,1.39879,1.235,0.0007328,0.0007328,0.0007328
130,122.326,1.1863,0.64992,0.96577,0.92873,0.83824,0.91598,0.48954,1.63591,1.39879,1.235,0.0007229,0.0007229,0.0007229
131,123.076,1.07959,0.68422,0.98856,0.92873,0.83824,0.91598,0.48954,1.63591,1.39879,1.235,0.000713,0.000713,0.000713
132,123.714,1.10146,0.69354,0.91576,0.91971,0.8423,0.91392,0.50044,1.61452,1.36086,1.21814,0.0007031,0.0007031,0.0007031
133,124.375,1.18797,0.65701,0.87072,0.91971,0.8423,0.91392,0.50044,1.61452,1.36086,1.21814,0.0006932,0.0006932,0.0006932
134,125.009,1.20105,0.69446,0.98622,0.91971,0.8423,0.91392,0.50044,1.61452,1.36086,1.21814,0.0006833,0.0006833,0.0006833
135,125.681,1.14948,0.68903,0.85426,0.91971,0.8423,0.91392,0.50044,1.61452,1.36086,1.21814,0.0006734,0.0006734,0.0006734
136,126.35,1.14419,0.63506,0.96114,0.91448,0.85294,0.91952,0.50504,1.61925,1.30871,1.21298,0.0006635,0.0006635,0.0006635
137,127.24,1.02563,0.66026,0.92275,0.91448,0.85294,0.91952,0.50504,1.61925,1.30871,1.21298,0.0006536,0.0006536,0.0006536
138,127.896,1.03983,0.64145,0.89992,0.91448,0.85294,0.91952,0.50504,1.61925,1.30871,1.21298,0.0006437,0.0006437,0.0006437
139,128.569,1.06222,0.66514,0.89329,0.91448,0.85294,0.91952,0.50504,1.61925,1.30871,1.21298,0.0006338,0.0006338,0.0006338
140,129.298,0.92446,0.57474,0.91962,0.92121,0.85979,0.90814,0.50316,1.63254,1.24679,1.21449,0.0006239,0.0006239,0.0006239
141,130.057,1.14574,0.67012,0.99805,0.92121,0.85979,0.90814,0.50316,1.63254,1.24679,1.21449,0.000614,0.000614,0.000614
142,130.718,1.21256,0.66405,0.92589,0.92121,0.85979,0.90814,0.50316,1.63254,1.24679,1.21449,0.0006041,0.0006041,0.0006041
143,131.39,1.15946,0.68822,0.88695,0.92121,0.85979,0.90814,0.50316,1.63254,1.24679,1.21449,0.0005942,0.0005942,0.0005942
144,132.043,1.12631,0.64945,0.94396,0.9375,0.88233,0.92961,0.49412,1.63364,1.21977,1.21278,0.0005843,0.0005843,0.0005843
145,132.723,0.99591,0.59912,0.91276,0.9375,0.88233,0.92961,0.49412,1.63364,1.21977,1.21278,0.0005744,0.0005744,0.0005744
146,133.371,1.02428,0.61174,0.95989,0.9375,0.88233,0.92961,0.49412,1.63364,1.21977,1.21278,0.0005645,0.0005645,0.0005645
147,134.003,1.01708,0.67035,0.97347,0.9375,0.88233,0.92961,0.49412,1.63364,1.21977,1.21278,0.0005546,0.0005546,0.0005546
148,134.658,0.93856,0.57326,0.88271,0.92414,0.89706,0.94432,0.5168,1.624,1.18811,1.21445,0.0005447,0.0005447,0.0005447
149,135.463,1.04089,0.59488,0.90386,0.92414,0.89706,0.94432,0.5168,1.624,1.18811,1.21445,0.0005348,0.0005348,0.0005348
150,136.146,1.11511,0.6496,0.90245,0.92414,0.89706,0.94432,0.5168,1.624,1.18811,1.21445,0.0005249,0.0005249,0.0005249
151,136.901,1.13147,0.65917,0.90856,0.92414,0.89706,0.94432,0.5168,1.624,1.18811,1.21445,0.000515,0.000515,0.000515
152,137.597,0.84965,0.58848,0.90705,0.92531,0.91088,0.95444,0.50608,1.6313,1.15413,1.22676,0.0005051,0.0005051,0.0005051
153,138.295,1.00674,0.68069,0.96128,0.92531,0.91088,0.95444,0.50608,1.6313,1.15413,1.22676,0.0004952,0.0004952,0.0004952
154,138.979,1.0259,0.61132,0.92295,0.92531,0.91088,0.95444,0.50608,1.6313,1.15413,1.22676,0.0004853,0.0004853,0.0004853
155,139.721,1.08938,0.63168,0.91649,0.92531,0.91088,0.95444,0.50608,1.6313,1.15413,1.22676,0.0004754,0.0004754,0.0004754
156,140.416,1.04275,0.62227,0.87422,0.90707,0.86132,0.93076,0.49878,1.63928,1.15455,1.23315,0.0004655,0.0004655,0.0004655
157,141.09,0.91292,0.58569,0.86758,0.90707,0.86132,0.93076,0.49878,1.63928,1.15455,1.23315,0.0004556,0.0004556,0.0004556
158,141.774,1.23539,0.73901,0.97132,0.90707,0.86132,0.93076,0.49878,1.63928,1.15455,1.23315,0.0004457,0.0004457,0.0004457
159,142.433,0.92085,0.59437,0.87626,0.90707,0.86132,0.93076,0.49878,1.63928,1.15455,1.23315,0.0004358,0.0004358,0.0004358
160,143.141,1.07059,0.62251,0.8953,0.91782,0.82126,0.91785,0.50426,1.60362,1.20873,1.21469,0.0004259,0.0004259,0.0004259
161,144.03,1.02917,0.60133,0.85432,0.91782,0.82126,0.91785,0.50426,1.60362,1.20873,1.21469,0.000416,0.000416,0.000416
162,144.703,0.8808,0.61713,0.90611,0.91782,0.82126,0.91785,0.50426,1.60362,1.20873,1.21469,0.0004061,0.0004061,0.0004061
163,145.366,1.10395,0.63102,0.90604,0.91782,0.82126,0.91785,0.50426,1.60362,1.20873,1.21469,0.0003962,0.0003962,0.0003962
164,146.026,0.9234,0.61455,0.8689,0.92251,0.80882,0.91355,0.50859,1.56987,1.26612,1.19713,0.0003863,0.0003863,0.0003863
165,146.686,1.06485,0.62454,0.85223,0.92251,0.80882,0.91355,0.50859,1.56987,1.26612,1.19713,0.0003764,0.0003764,0.0003764
166,147.333,1.0169,0.62046,0.85835,0.92251,0.80882,0.91355,0.50859,1.56987,1.26612,1.19713,0.0003665,0.0003665,0.0003665
167,149.01,0.90798,0.57911,0.90274,0.92251,0.80882,0.91355,0.50859,1.56987,1.26612,1.19713,0.0003566,0.0003566,0.0003566
168,150.117,1.14273,0.63068,0.87955,0.91622,0.80418,0.89414,0.5069,1.58241,1.35158,1.20351,0.0003467,0.0003467,0.0003467
169,150.878,0.87345,0.55706,0.84706,0.91622,0.80418,0.89414,0.5069,1.58241,1.35158,1.20351,0.0003368,0.0003368,0.0003368
170,151.526,1.09542,0.65465,0.90779,0.91622,0.80418,0.89414,0.5069,1.58241,1.35158,1.20351,0.0003269,0.0003269,0.0003269
171,152.166,1.1435,0.65052,0.92293,0.91622,0.80418,0.89414,0.5069,1.58241,1.35158,1.20351,0.000317,0.000317,0.000317
172,152.835,0.95755,0.61482,0.94557,0.91481,0.80882,0.89334,0.49942,1.60196,1.37055,1.21542,0.0003071,0.0003071,0.0003071
173,153.643,0.75924,0.55127,0.88478,0.91481,0.80882,0.89334,0.49942,1.60196,1.37055,1.21542,0.0002972,0.0002972,0.0002972
